327,578,35,292,20,0
327,578,55,292,20,0
327,578,75,292,20,0
327,578,95,292,20,0
327,578,115,292,20,0
327,578,135,292,20,0
327,578,155,292,20,0
327,578,175,292,20,0
327,578,195,292,20,0
327,578,215,292,20,0
327,578,235,292,20,0
327,578,255,292,20,0
327,578,275,292,20,0
327,578,295,292,20,0
327,578,315,292,0,20
327,578,315,312,0,20
327,578,315,332,0,20
327,578,315,352,0,20
327,578,315,372,0,20
327,578,315,392,0,20
327,578,315,412,0,20
327,578,315,432,0,20
327,578,315,452,0,20
327,578,315,472,0,20
327,578,315,492,0,20
327,578,315,512,0,20
327,578,315,532,0,20
327,578,315,552,0,20
335,175,315,572,20,0
335,175,335,572,0,-20
335,175,335,552,0,-20
335,175,335,532,0,-20
335,175,335,512,0,-20
335,175,335,492,0,-20
335,175,335,472,0,-20
335,175,335,452,0,-20
335,175,335,432,0,-20
335,175,335,412,0,-20
335,175,335,392,0,-20
335,175,335,372,0,-20
335,175,335,352,0,-20
335,175,335,332,0,-20
335,175,335,312,0,-20
335,175,335,292,0,-20
335,175,335,272,0,-20
335,175,335,252,0,-20
335,175,335,232,0,-20
335,175,335,212,0,-20
335,175,335,192,0,-20
456,334,335,172,-20,0
456,334,315,172,-20,0
456,334,295,172,-20,0
456,334,275,172,-20,0
456,334,255,172,-20,0
456,334,235,172,-20,0
456,334,215,172,-20,0
456,334,195,172,-20,0
456,334,175,172,-20,0
456,334,155,172,-20,0
456,334,135,172,-20,0
456,334,115,172,-20,0
456,334,95,172,-20,0
456,334,75,172,-20,0
456,334,55,172,-20,0
456,334,35,172,-20,0
456,334,15,172,-20,0
456,334,800,172,-20,0
456,334,780,172,-20,0
456,334,760,172,-20,0
456,334,740,172,-20,0
456,334,720,172,-20,0
456,334,700,172,-20,0
456,334,680,172,-20,0
456,334,660,172,-20,0
456,334,640,172,-20,0
456,334,620,172,-20,0
456,334,600,172,-20,0
456,334,580,172,-20,0
456,334,560,172,-20,0
456,334,540,172,-20,0
456,334,520,172,-20,0
456,334,500,172,-20,0
456,334,480,172,-20,0
456,334,460,172,0,20
456,334,460,192,0,20
456,334,460,212,0,20
456,334,460,232,0,20
456,334,460,252,0,20
456,334,460,272,0,20
456,334,460,292,0,20
456,334,460,312,0,20
618,289,460,332,-20,0
618,289,440,332,-20,0
618,289,420,332,-20,0
618,289,400,332,-20,0
618,289,380,332,-20,0
618,289,360,332,-20,0
618,289,340,332,-20,0
618,289,320,332,-20,0
618,289,300,332,-20,0
618,289,280,332,-20,0
618,289,260,332,-20,0
618,289,240,332,-20,0
618,289,220,332,-20,0
618,289,200,332,-20,0
618,289,180,332,-20,0
618,289,160,332,-20,0
618,289,140,332,-20,0
618,289,120,332,-20,0
618,289,100,332,-20,0
618,289,80,332,-20,0
618,289,60,332,-20,0
618,289,40,332,-20,0
618,289,20,332,-20,0
618,289,0,332,-20,0
618,289,800,332,-20,0
618,289,780,332,-20,0
618,289,760,332,-20,0
618,289,740,332,-20,0
618,289,720,332,-20,0
618,289,700,332,-20,0
618,289,680,332,-20,0
618,289,660,332,-20,0
618,289,640,332,-20,0
618,289,620,332,0,-20
618,289,620,312,0,-20
111,347,620,292,-20,0
111,347,600,292,-20,0
111,347,580,292,-20,0
111,347,560,292,-20,0
111,347,540,292,-20,0
111,347,520,292,-20,0
111,347,500,292,-20,0
111,347,480,292,-20,0
111,347,460,292,-20,0
111,347,440,292,-20,0
111,347,420,292,-20,0
111,347,400,292,-20,0
111,347,380,292,-20,0
111,347,360,292,-20,0
111,347,340,292,-20,0
111,347,320,292,-20,0
111,347,300,292,-20,0
111,347,280,292,-20,0
111,347,260,292,-20,0
111,347,240,292,-20,0
111,347,220,292,-20,0
111,347,200,292,-20,0
111,347,180,292,-20,0
111,347,160,292,-20,0
111,347,140,292,-20,0
111,347,120,292,0,20
111,347,120,312,0,20
111,347,120,332,-20,0
111,347,100,332,0,20
562,12,100,352,20,0
562,12,120,352,20,0
562,12,140,352,20,0
562,12,160,352,20,0
562,12,180,352,20,0
562,12,200,352,20,0
562,12,220,352,20,0
562,12,240,352,20,0
562,12,260,352,20,0
562,12,280,352,20,0
562,12,300,352,20,0
562,12,320,352,20,0
562,12,340,352,20,0
562,12,360,352,20,0
562,12,380,352,20,0
562,12,400,352,20,0
562,12,420,352,20,0
562,12,440,352,20,0
562,12,460,352,20,0
562,12,480,352,20,0
562,12,500,352,20,0
562,12,520,352,20,0
562,12,540,352,20,0
562,12,560,352,0,-20
562,12,560,332,0,-20
562,12,560,312,0,-20
562,12,560,292,0,-20
562,12,560,272,0,-20
562,12,560,252,0,-20
562,12,560,232,0,-20
562,12,560,212,0,-20
562,12,560,192,0,-20
562,12,560,172,0,-20
562,12,560,152,0,-20
562,12,560,132,0,-20
562,12,560,112,0,-20
562,12,560,92,0,-20
562,12,560,72,0,-20
562,12,560,52,0,-20
562,12,560,32,0,-20
152,507,560,12,20,0
152,507,580,12,20,0
152,507,600,12,20,0
152,507,620,12,20,0
152,507,640,12,20,0
152,507,660,12,20,0
152,507,680,12,20,0
152,507,700,12,20,0
152,507,720,12,20,0
152,507,740,12,20,0
152,507,760,12,20,0
152,507,780,12,20,0
152,507,800,12,20,0
152,507,0,12,20,0
152,507,20,12,20,0
152,507,40,12,20,0
152,507,60,12,20,0
152,507,80,12,20,0
152,507,100,12,20,0
152,507,120,12,20,0
152,507,140,12,0,20
152,507,140,32,0,20
152,507,140,52,0,20
